can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
True,True,,,570241,0,0,0,0,0,2,1.0,,0,Kim,0.0,117,False,,,40,570241.jpg,1.0,False,Ji-soo,0.3,False,,a,5,94,3,0,0,0,0,0.0,0.8,Ji-soo,114.0,2023-07-20,2004-12-24,False,p570241,28,0,0,0,0,0,0,0,0,0,0,0,8,5.0,0.8,0.0,0.6,0,0,0.00,0.00,0.00,0.32,373,138,363,136,439,185,379,138,,,,,,,0.0,0.0,0.0,0.0,1.03,0.0,644,204,104,63,347,127,370,149,0.0,0.0
True,True,,,499717,0,0,0,0,0,2,1.0,,0,Jayden,0.0,118,False,,,40,499717.jpg,1.0,False,Meghoma,0.3,False,,a,5,94,1,0,0,0,0,0.0,0.2,Meghoma,241.0,2024-08-30,2006-06-28,False,p499717,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0,0.00,0.00,0.00,0.14,389,142,371,140,415,167,389,142,,,,,,,0.0,0.0,0.0,0.0,3.15,0.0,618,184,78,43,341,122,388,158,0.0,0.0
True,True,,,513418,0,0,0,0,0,3,2.3,,0,Kevin,0.0,120,False,,,70,513418.jpg,3.9,False,Schade,2.4,False,,a,5,94,149,0,0,0,0,0.0,21.3,Schade,80.0,2023-07-01,2001-11-27,False,p513418,2281,11,4,10,34,0,0,0,3,0,0,12,498,630.8,312.7,892.0,183.3,0,26,8.45,1.75,10.20,30.66,70,27,116,83,19,10,50,36,,,,,,,0.33,0.0,0.07,0.4,1.21,1.34,41,29,636,283,55,27,117,36,1.03,0.39
True,True,,,440089,0,0,0,0,0,3,2.1,,0,Mikkel,0.0,121,False,,,60,440089.jpg,3.4,False,Damsgaard,1.3,False,,a,5,94,131,0,0,0,0,0.0,21.8,Damsgaard,58.0,2022-08-10,2000-07-03,False,p440089,2911,2,10,11,41,0,0,0,2,0,0,10,611,714.8,1006.4,338.0,205.9,0,34,2.91,7.01,9.92,45.60,48,15,6,6,91,62,27,22,2.0,,3.0,,,,0.09,0.0,0.22,0.31,1.41,1.27,97,70,575,240,104,51,160,54,1.05,0.34
True,True,,,543295,0,0,0,0,0,3,2.0,,0,Antoni,0.0,122,False,,,55,543295.jpg,0.0,False,Milambo,0.1,False,,a,5,94,0,0,0,0,0,0.0,0.0,Milambo,152.0,2025-07-03,2005-04-03,False,p543295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,651,293,651,293,649,291,651,293,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,197,128,544,219,651,293,546,203,0.0,0.0
True,True,,,244858,0,0,0,0,0,3,1.5,,0,Fábio,0.0,123,False,,,50,244858.jpg,1.8,False,Freitas Gouveia Carvalho,0.4,False,,a,5,94,35,0,0,0,0,0.0,7.0,Carvalho,173.0,2024-08-12,2002-08-30,False,p244858,443,2,1,0,14,0,0,0,1,0,0,1,127,142.2,71.5,154.0,36.3,0,3,2.49,0.54,3.03,11.46,281,131,258,145,182,109,267,135,,,,,,,0.51,0.0,0.11,0.62,2.33,2.84,274,172,387,117,272,124,314,100,0.61,0.0
True,True,,,56979,0,0,0,0,0,3,1.5,,0,Jordan,0.0,124,False,,,50,56979.jpg,0.0,False,Henderson,0.5,False,,a,5,94,0,0,0,0,0,0.0,0.0,Henderson,241.0,2025-07-15,1990-06-17,False,p56979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,590,246,586,246,571,241,590,246,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,208,135,321,80,591,247,260,88,0.0,0.0
True,True,,,204580,0,0,0,0,0,3,1.5,,0,Vitaly,0.0,125,False,,,50,204580.jpg,2.3,False,Janelt,0.2,False,,a,5,94,73,0,0,0,0,0.0,14.6,Janelt,80.0,2020-10-03,1998-05-10,False,p204580,2251,1,3,6,38,2,0,0,3,0,0,2,384,356.6,284.2,131.0,77.2,0,27,0.83,2.38,3.21,37.37,175,81,129,90,195,115,175,95,,,,,,,0.03,0.0,0.1,0.13,1.49,1.52,246,156,359,101,207,91,450,146,1.08,0.24
True,True,,,207283,0,0,0,0,0,3,1.5,,0,Mathias,0.0,126,False,,,50,207283.jpg,1.6,False,Jensen,0.1,False,,a,5,94,38,0,0,0,0,0.0,7.6,Jensen,58.0,2019-07-10,1996-01-01,False,p207283,846,0,2,2,17,0,0,0,2,0,0,1,179,157.0,249.5,32.0,43.8,0,8,0.23,1.75,1.98,16.41,274,128,147,101,282,150,251,129,3.0,,,,,,0.02,0.0,0.19,0.21,1.75,1.81,250,159,363,104,293,135,492,170,0.85,0.21
True,True,,,626464,0,0,0,0,0,3,1.5,,0,Gustavo,0.0,127,False,,,50,626464.jpg,1.0,False,Nunes Fernandes Gomes,0.1,False,,a,5,94,3,0,0,0,0,0.0,0.6,Nunes,30.0,2024-08-28,2005-11-20,False,p626464,11,0,0,0,2,0,0,0,0,0,0,0,11,10.0,0.3,2.0,1.2,0,0,0.00,0.00,0.00,0.35,363,170,374,182,342,175,376,177,,,,,,,0.0,0.0,0.0,0.0,2.86,16.36,341,219,454,164,374,175,580,231,0.0,0.0
True,True,,,428580,0,0,0,0,0,3,1.5,,0,Frank,0.0,128,False,,,50,428580.jpg,1.0,False,Onyeka,0.1,False,,a,5,94,2,0,0,0,0,0.0,0.4,Onyeka,157.0,2021-07-20,1998-01-01,False,p428580,23,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.0,0,0,0.00,0.02,0.02,0.69,604,257,367,179,593,252,604,257,,,,,,,0.0,0.0,0.08,0.08,2.7,0.0,280,177,393,122,368,170,607,251,0.0,0.0
True,True,,,508395,0,0,0,0,0,3,1.5,,0,Yehor,0.0,129,False,,,50,508395.jpg,1.4,False,Yarmoliuk,0.1,False,,a,5,94,43,0,0,0,0,0.0,8.6,Yarmoliuk,225.0,2022-10-28,2004-03-01,False,p508395,1435,0,0,3,25,0,0,0,6,0,0,0,255,259.6,196.1,89.0,54.4,0,15,0.62,0.91,1.53,26.43,218,105,176,119,232,129,231,124,,,,,,,0.04,0.0,0.06,0.1,1.66,1.57,320,201,433,146,320,151,570,223,0.94,0.19
True,True,,,606689,0,0,0,0,0,3,1.0,,0,Romelle,0.0,130,False,,,45,606689.jpg,0.0,False,Donovan,0.1,False,,a,5,94,0,0,0,0,0,0.0,0.0,Donovan,241.0,2025-07-01,2006-11-30,False,p606689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,583,242,579,242,564,237,583,242,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,530,293,309,72,584,243,506,178,0.0,0.0
True,True,,,628204,0,0,0,0,0,3,1.0,,0,Yunus Emre,0.0,131,False,,,45,628204.jpg,1.0,False,Konak,0.2,False,,a,5,94,10,0,0,0,0,0.0,2.2,Konak,219.0,2024-01-11,2006-01-10,False,p628204,53,0,0,0,2,0,0,0,0,0,0,0,30,8.0,4.5,3.0,1.2,0,0,0.15,0.00,0.15,1.79,367,172,353,174,338,173,375,176,,,,,,,0.25,0.0,0.0,0.25,3.04,3.4,539,299,318,78,366,168,444,142,0.0,0.0
True,True,,,220695,0,0,0,0,0,3,1.0,,0,Paris,0.0,132,False,,,45,220695.jpg,1.0,False,Maghoma,0.1,False,,a,5,94,8,0,0,0,0,0.0,1.8,Maghoma,241.0,2020-08-01,2001-05-08,False,p220695,112,0,0,0,1,0,0,0,0,0,0,0,32,27.8,15.8,10.0,5.4,0,0,0.12,0.04,0.16,1.89,345,161,329,169,321,166,352,167,,,,,,,0.1,0.0,0.03,0.13,1.52,0.8,395,226,174,5,352,159,559,215,0.0,0.0
True,True,,,450539,0,0,0,0,0,3,1.0,,0,Myles,0.0,133,False,,,45,450539.jpg,0.0,False,Peart-Harris,0.1,False,,a,5,94,0,0,0,0,0,0.0,0.0,Peart-Harris,241.0,2021-07-23,2002-09-18,False,p450539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,513,196,509,196,489,188,513,196,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,431,236,210,15,516,197,632,276,0.0,0.0
True,True,,,591357,0,0,0,0,0,3,1.0,,0,Ryan,0.0,134,False,,,45,591357.jpg,1.0,False,Trevitt,0.1,False,,a,5,94,1,0,0,0,0,0.0,0.2,Trevitt,241.0,2024-01-08,2003-03-12,False,p591357,3,0,0,0,0,0,0,0,0,0,0,0,5,2.6,0.1,0.0,0.3,0,0,0.00,0.00,0.00,0.00,381,179,377,184,559,233,385,182,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,523,289,302,68,363,166,616,260,0.0,0.0
True,True,,,216646,0,0,0,0,0,4,2.4,,0,Yoane,0.0,135,False,,,75,216646.jpg,5.3,False,Wissa,9.3,False,,a,5,94,185,0,0,0,0,0.0,24.7,Wissa,50.0,2021-08-10,1996-09-03,False,p216646,2921,18,6,9,45,0,0,0,5,0,0,32,739,849.4,400.0,1181.0,242.4,0,34,18.58,2.20,20.77,45.12,19,4,92,5,5,3,12,4,,,,,4.0,,0.57,0.0,0.07,0.64,1.39,1.39,20,8,639,61,9,5,46,9,1.05,0.28
True,True,,,502500,0,0,0,0,0,4,2.0,,0,Igor Thiago,0.0,136,False,,,60,502500.jpg,1.1,False,Nascimento Rodrigues,0.8,False,,a,5,94,9,0,0,0,0,0.0,1.5,Thiago,30.0,2024-07-01,2001-06-26,False,p502500,167,0,0,0,4,0,0,0,0,0,0,0,32,18.2,30.6,12.0,5.8,0,1,0.13,0.04,0.17,3.54,356,31,306,29,318,34,351,31,,,,,,,0.07,0.0,0.02,0.09,1.91,2.16,106,25,584,47,335,32,210,42,0.54,0.0
True,True,,,533710,0,0,0,0,0,4,1.0,,0,Iwan,0.0,137,False,,,45,533710.jpg,0.0,False,Morgan,0.6,False,,a,5,94,0,0,0,0,0,0.0,0.0,Morgan,,,,False,p533710,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,547,41,543,41,526,41,547,41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,483,56,262,8,549,42,234,46,0.0,0.0
True,True,,,49262,0,0,0,0,0,1,2.3,,0,Jason,0.0,138,False,,,45,49262.jpg,4.5,False,Steele,0.4,False,,a,6,36,9,0,0,0,0,0.0,2.0,Steele,241.0,2018-07-01,1990-08-18,False,p49262,180,0,0,1,1,0,0,0,0,0,3,1,46,40.4,0.0,0.0,4.1,0,2,0.00,0.00,0.00,1.88,337,27,478,59,455,46,357,27,,,,,,,0.0,1.5,0.0,0.0,0.94,0.5,346,16,125,44,19,2,283,39,1.0,0.5
True,True,,,489639,0,0,0,0,0,1,2.3,,0,Bart,0.0,139,False,,,45,489639.jpg,2.9,False,Verbruggen,6.3,False,,a,6,36,103,0,0,0,0,0.0,22.9,Verbruggen,152.0,2023-07-03,2002-08-18,False,p489639,3240,0,1,7,58,0,0,0,5,0,91,6,366,849.8,10.0,0.0,85.8,0,36,0.00,0.01,0.01,53.10,18,5,347,15,501,58,156,6,,,,,,,0.0,2.53,0.0,0.0,1.48,1.61,448,29,227,57,139,21,62,9,1.0,0.19
True,True,,,209288,0,0,0,0,0,1,1.0,,0,Tom,0.0,140,False,,,40,209288.jpg,0.0,False,McGill,0.2,False,,a,6,36,0,0,0,0,0,0.0,0.0,McGill,39.0,2021-02-02,2000-03-25,False,p209288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,408,43,397,33,364,18,408,43,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,565,47,25,16,411,43,424,53,0.0,0.0
True,False,0.0,,472739,0,0,0,0,0,1,0.0,,0,Carl,0.0,141,False,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,40,472739.jpg,0.0,False,Rushworth,0.1,False,,u,6,36,0,0,0,0,0,0.0,0.0,Rushworth,241.0,2023-07-01,2001-07-02,False,p472739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,439,55,429,46,398,31,439,55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,601,60,61,29,442,55,514,70,0.0,0.0
True,False,0.0,,240514,0,0,0,0,0,1,0.0,,0,Kjell,0.0,142,False,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,40,240514.jpg,0.0,False,Scherpen,0.1,False,,u,6,36,0,0,0,0,0,0.0,0.0,Scherpen,152.0,2021-07-16,2000-01-23,False,p240514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,416,46,406,37,374,22,416,46,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,575,51,35,20,419,46,527,72,0.0,0.0
True,True,,,204120,0,0,0,0,0,2,1.9,,0,Olivier,0.0,143,False,,,45,204120.jpg,0.0,False,Boscagli,0.2,False,,a,6,36,0,0,0,0,0,0.0,0.0,Boscagli,73.0,2025-07-02,1997-11-18,False,p204120,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,494,203,489,202,468,201,494,203,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,385,88,164,108,497,203,447,181,0.0,0.0
True,True,,,550090,0,0,0,0,0,2,1.9,,0,Diego,0.0,144,False,,,45,550090.jpg,0.0,False,Coppola,0.1,False,,a,6,36,0,0,0,0,0,0.0,0.0,Coppola,106.0,2025-06-17,2003-12-28,False,p550090,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,555,214,551,213,534,213,555,214,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,494,134,273,154,557,214,507,195,0.0,0.0
True,True,,,465730,0,0,0,0,0,2,1.9,,0,Maxim,0.0,145,False,,,45,465730.jpg,0.0,False,De Cuyper,10.1,False,,a,6,36,0,0,0,0,0,0.0,0.0,De Cuyper,21.0,2025-07-05,2000-12-22,False,p465730,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,520,210,516,209,496,209,520,210,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,439,120,218,140,523,210,43,16,0.0,0.0
True,True,,,83299,0,0,0,0,0,2,1.9,,0,Lewis,0.0,146,False,,,45,83299.jpg,1.8,False,Dunk,0.9,False,,a,6,36,44,0,0,0,0,0.0,9.8,Dunk,241.0,2009-07-01,1991-11-21,False,p83299,2081,0,1,4,42,1,0,0,5,0,0,0,223,425.4,115.7,128.0,66.9,0,23,0.81,1.02,1.83,35.69,148,51,223,66,198,56,205,64,,,,,,,0.04,0.0,0.04,0.08,1.54,1.82,352,64,131,84,266,93,196,66,0.99,0.17
True,False,0.0,,204214,0,0,0,0,0,2,0.0,,0,Pervis,0.0,147,False,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,45,204214.jpg,2.1,False,Estupiñán Tenorio,1.0,False,,u,6,36,63,0,0,0,0,0.0,14.0,Estupiñan,62.0,2022-07-16,1998-01-21,False,p204214,2399,1,1,3,44,0,0,0,5,0,0,7,313,504.4,530.1,173.0,120.8,0,26,1.09,2.43,3.52,39.85,124,42,63,11,169,37,102,19,,,4.0,,,,0.04,0.0,0.09,0.13,1.49,1.65,386,89,165,109,227,80,182,61,0.98,0.11
True,True,,,231416,0,0,0,0,0,2,1.9,,0,Ferdi,0.0,148,False,,,45,231416.jpg,3.2,False,Kadıoğlu,0.4,False,,a,6,36,19,0,0,0,0,0.0,4.2,F.Kadıoğlu,219.0,2024-08-27,1999-10-07,False,p231416,385,1,0,2,8,0,0,0,1,0,0,0,59,116.4,83.7,40.0,24.0,0,5,0.44,0.31,0.75,9.44,294,105,249,87,272,97,295,106,,,,,,,0.1,0.0,0.07,0.17,2.21,1.87,405,104,184,124,118,29,311,117,1.17,0.47
True,True,,,223434,0,0,0,0,0,2,1.9,,0,Igor Julio,0.0,149,False,,,45,223434.jpg,1.4,False,dos Santos de Paulo,0.1,False,,a,6,36,18,0,0,0,0,0.0,4.0,Igor,30.0,2023-07-26,1998-02-07,False,p223434,959,0,0,1,17,0,0,0,4,0,0,0,113,189.6,54.7,4.0,24.9,0,10,0.05,0.25,0.30,17.21,259,96,273,97,334,126,291,103,,,,,,,0.0,0.0,0.02,0.02,1.62,1.6,398,99,177,119,310,111,533,202,0.94,0.09
True,True,,,232792,0,0,0,0,0,2,1.9,,0,Tariq,0.0,150,False,,,45,232792.jpg,2.8,False,Lamptey,0.3,False,,a,6,36,42,0,0,0,0,0.0,9.3,Lamptey,81.0,2020-01-31,2000-09-30,False,p232792,856,2,2,2,21,0,0,0,0,0,0,1,99,213.6,101.0,52.0,36.8,0,10,0.38,0.80,1.18,15.36,240,86,238,77,261,94,264,90,,,,,,,0.04,0.0,0.08,0.12,1.61,2.21,408,106,187,126,154,47,329,125,1.05,0.21
True,True,,,469142,0,0,0,0,0,2,1.9,,0,Jan Paul,0.0,151,False,,,45,469142.jpg,2.6,False,van Hecke,1.2,False,,a,6,36,87,0,0,0,0,0.0,19.3,Van Hecke,152.0,2020-09-10,2000-06-08,False,p469142,2960,1,1,7,47,0,0,0,6,1,0,7,406,736.6,261.8,182.0,118.3,0,33,1.32,1.41,2.73,44.67,40,15,139,27,164,32,108,24,,,,,,,0.04,0.0,0.04,0.08,1.36,1.43,441,121,220,141,169,55,171,57,1.0,0.21
True,True,,,111478,0,0,0,0,0,2,1.9,,0,Joël,0.0,152,False,,,45,111478.jpg,2.8,False,Veltman,0.2,False,,a,6,36,59,0,0,0,0,0.0,13.1,Veltman,152.0,2020-07-29,1992-01-15,False,p111478,1694,0,0,6,24,0,0,0,5,0,0,7,249,273.0,147.2,59.0,48.1,0,19,0.47,1.31,1.78,24.83,212,75,206,58,253,87,240,75,,,,,,,0.02,0.0,0.07,0.09,1.32,1.28,365,74,144,94,152,45,391,161,1.01,0.32
True,True,,,110735,0,0,0,0,0,2,1.9,,0,Adam,0.0,153,False,,,45,110735.jpg,2.8,False,Webster,0.1,False,,a,6,36,39,0,0,0,0,0.0,8.7,Webster,241.0,2019-08-03,1995-01-04,False,p110735,885,0,1,4,11,0,0,0,1,0,0,2,167,198.4,49.7,55.0,30.2,0,11,0.25,0.28,0.53,14.26,253,95,278,101,259,92,284,101,,,,,,,0.03,0.0,0.03,0.06,1.45,1.12,364,73,143,93,151,44,537,203,1.12,0.41
True,True,,,439135,0,0,0,0,0,2,1.0,,0,Eiran,0.0,154,False,,,40,439135.jpg,0.5,False,Cashin,0.3,False,,a,6,36,1,0,0,0,0,0.0,0.2,Cashin,104.0,2025-01-31,2001-11-09,False,p439135,19,0,0,0,2,0,0,0,0,0,0,0,-2,7.0,0.6,0.0,0.7,0,0,0.00,0.00,0.00,0.44,368,135,365,137,382,148,378,137,,,,,,,0.0,0.0,0.0,0.0,2.08,9.47,584,164,44,23,393,142,340,131,0.0,0.0
True,True,,,589100,0,0,0,0,0,2,1.0,,0,Jacob,0.0,155,False,,,40,589100.jpg,0.0,False,Slater,0.3,False,,a,6,36,0,0,0,0,0,0.0,0.0,Slater,,,,False,p589100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,479,193,470,192,446,190,479,193,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,653,211,113,70,482,193,382,154,0.0,0.0
True,True,,,547720,0,0,0,0,0,2,1.0,,0,Charlie,0.0,156,False,,,40,547720.jpg,0.0,False,Tasker,0.2,False,,a,6,36,0,0,0,0,0,0.0,0.0,Tasker,,,,False,p547720,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,464,183,455,182,429,178,464,183,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,634,197,94,56,467,183,394,163,0.0,0.0
True,True,,,451340,0,0,0,0,0,3,2.2,,0,Mitoma,0.0,157,False,,,65,451340.jpg,4.0,False,Kaoru,5.6,False,,a,6,36,145,0,0,0,0,0.0,22.3,Mitoma,108.0,2021-08-09,1997-05-20,False,p451340,2597,10,5,6,40,0,0,0,1,0,0,12,536,670.6,578.0,856.0,210.7,0,28,9.19,4.03,13.22,37.05,61,23,54,46,21,12,21,16,,,,,,,0.32,0.0,0.14,0.46,1.28,1.39,65,47,612,263,43,22,65,18,0.97,0.21
True,True,,,463067,0,0,0,0,0,3,2.1,,0,Georginio,0.0,158,False,,,60,463067.jpg,3.4,False,Rutter,0.6,False,,a,6,36,95,0,0,0,0,0.0,15.8,Georginio,73.0,2024-08-19,2002-04-20,False,p463067,1651,5,6,6,29,0,0,0,2,0,0,1,288,355.4,281.8,404.0,103.0,0,19,4.57,1.67,6.24,27.90,177,83,132,92,77,54,128,78,,,,,,,0.25,0.0,0.09,0.34,1.52,1.58,101,71,579,241,106,52,246,82,1.04,0.33
True,True,,,109345,0,0,0,0,0,3,2.1,,0,Solly,0.0,159,False,,,60,109345.jpg,0.9,False,March,0.1,False,,a,6,36,7,0,0,0,0,0.0,1.2,March,241.0,2012-07-01,1994-07-20,False,p109345,161,0,0,0,3,0,0,0,2,0,0,0,25,24.0,59.6,18.0,10.1,0,1,0.09,0.32,0.41,2.82,349,164,266,149,305,160,331,160,4.0,,,,,,0.05,0.0,0.18,0.23,1.58,1.68,80,57,558,227,382,182,489,167,0.56,0.0
True,True,,,592031,0,0,0,0,0,3,2.1,,0,Yankuba,0.0,160,False,,,60,592031.jpg,3.2,False,Minteh,0.8,False,,a,6,36,102,0,0,0,0,0.0,17.0,Minteh,78.0,2024-07-01,2004-07-22,False,p592031,1831,6,5,4,33,0,0,0,6,0,0,8,398,523.8,448.9,615.0,159.1,0,20,4.13,4.99,9.12,28.41,114,47,80,64,47,30,62,45,,,,,,,0.2,0.0,0.25,0.45,1.4,1.62,110,75,588,245,121,57,206,68,0.98,0.2
True,True,,,474120,0,0,0,0,0,3,2.0,,0,Julio,0.0,161,False,,,55,474120.jpg,2.4,False,Enciso Espínola,0.2,False,,a,6,36,59,0,0,0,0,0.0,10.7,Enciso,168.0,2022-06-17,2004-01-23,False,p474120,1155,2,3,2,22,0,0,0,3,0,0,5,224,250.8,268.9,362.0,87.7,0,14,2.82,1.32,4.14,22.10,224,107,135,94,84,59,149,85,,,,,,,0.22,0.0,0.1,0.32,1.72,1.71,177,115,524,206,200,88,397,122,1.09,0.16
True,True,,,513433,0,0,0,0,0,3,2.0,,0,Brajan,0.0,162,False,,,55,513433.jpg,2.1,False,Gruda,0.1,False,,a,6,36,45,0,0,0,0,0.0,8.2,Gruda,80.0,2024-08-14,2004-05-31,False,p513433,676,1,4,1,15,0,0,0,0,0,0,1,176,196.6,311.6,187.0,69.1,0,8,1.15,1.93,3.08,12.66,255,120,117,84,161,105,198,105,2.0,,6.0,,,,0.15,0.0,0.26,0.41,1.69,2.0,192,124,539,215,237,106,510,181,1.07,0.13
True,True,,,532529,0,0,0,0,0,3,2.0,,0,Jack,0.0,163,False,,,55,532529.jpg,3.4,False,Hinshelwood,0.2,False,,a,6,36,89,0,0,0,0,0.0,16.2,Hinshelwood,241.0,2022-12-30,2005-04-11,False,p532529,1839,5,3,6,30,0,0,0,5,0,0,8,404,394.6,268.1,304.0,97.0,0,22,2.74,1.50,4.24,30.09,161,74,136,95,98,68,133,81,,,,,,,0.13,0.0,0.07,0.2,1.47,1.47,194,126,541,217,100,47,410,129,1.08,0.29
True,True,,,219249,0,0,0,0,0,3,2.0,,0,Matt,0.0,164,False,,,55,219249.jpg,2.4,False,O'Riley,0.2,False,,a,6,36,50,0,0,0,0,0.0,9.1,O'Riley,58.0,2024-08-26,2000-11-21,False,p219249,929,2,3,2,20,1,0,0,1,0,0,2,209,211.4,322.5,219.0,75.3,0,11,2.76,2.04,4.80,14.27,243,117,111,79,137,90,184,99,1.0,,2.0,,2.0,,0.27,0.0,0.2,0.47,1.38,1.94,146,96,493,187,197,85,446,144,1.07,0.19
True,True,,,516211,0,0,0,0,0,3,2.0,,0,Abdallah,0.0,165,False,,,55,516211.jpg,0.0,False,Sima,0.0,False,,a,6,36,0,0,0,0,0,0.0,0.0,Sima,189.0,2021-08-30,2001-06-17,False,p516211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,650,292,650,292,648,290,650,292,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,193,125,540,216,650,292,646,288,0.0,0.0
True,True,,,509416,0,0,0,0,0,3,1.5,,0,Yasin,0.0,166,False,,,50,509416.jpg,2.2,False,Ayari,0.2,False,,a,6,36,74,0,0,0,0,0.0,14.8,Ayari,206.0,2023-01-30,2003-10-06,False,p509416,1958,2,1,7,28,0,0,0,4,0,0,3,358,363.2,507.5,247.0,111.7,0,22,2.51,2.62,5.13,30.15,171,79,68,55,119,80,116,72,3.0,,5.0,,,,0.12,0.0,0.12,0.24,1.39,1.29,321,202,434,147,224,98,402,126,1.01,0.32
True,True,,,535301,0,0,0,0,0,3,1.5,,0,Carlos,0.0,167,False,,,50,535301.jpg,2.6,False,Baleba,4.1,False,,a,6,36,87,0,0,0,0,0.0,17.4,Baleba,38.0,2023-08-29,2004-01-03,False,p535301,2660,3,1,8,40,0,0,0,6,1,0,7,490,515.4,343.7,193.0,105.2,0,31,3.10,1.21,4.31,39.54,118,50,103,74,159,104,125,75,,,,,,,0.1,0.0,0.04,0.14,1.34,1.35,326,206,439,151,172,73,82,24,1.05,0.27
True,True,,,536916,0,0,0,0,0,3,1.5,,0,Facundo,0.0,168,False,,,50,536916.jpg,2.4,False,Buonanotte,0.3,False,,a,6,36,75,0,0,0,0,0.0,15.0,Buonanotte,10.0,2023-01-01,2004-12-23,False,p536916,1508,5,2,2,33,0,0,0,8,0,0,6,299,415.8,415.8,318.0,114.7,0,14,4.01,2.29,6.30,29.23,150,66,87,68,95,66,113,69,,,,,,,0.24,0.0,0.14,0.38,1.74,1.97,327,207,440,152,194,82,324,103,0.84,0.12
